timestamp,open_price,high_price,low_price,close_price,crip_id,open_price_percent_increment,high_price_percent_increment,low_price_percent_increment,close_price_percent_increment,price,market_cap,total_volume,price_percent_increment,market_cap_percent_increment,total_volume_percent_increment
2023-08-18,1.77735,1.77735,1.53964,1.55209,apecoin,0.0035968785644107104,-0.014707186730824606,-0.13062823973167403,-0.12705358297853198,1.54486,571490400.0,190644880.0,-0.10549202397151214,-0.10480494734919366,1.0589239801308121
2023-08-19,1.57164,1.57164,1.563,1.563,apecoin,0.00018455468227940308,-0.007470934087794534,-0.005313902058739384,-0.012534431780849675,1.56094,574741200.0,87480740.0,0.010408710174384828,0.0056882845276140515,-0.5411324972377962
2023-08-20,1.60284,1.60284,1.59282,1.59336,apecoin,0.00447452528670822,-0.0075417022699408864,-0.001804850535815028,-0.010378430751457834,1.60344,590909800.0,42258656.0,0.027227183620126327,0.028131966178864598,-0.5169376024939889
2023-08-21,1.60915,1.61028,1.59718,1.59718,apecoin,0.01151600108119677,0.0033334787186980464,0.009250951002818253,-0.004828871041104521,1.59084,586679100.0,36394256.0,-0.007858105074090682,-0.007159637562281107,-0.13877393545123629
2023-08-22,1.54282,1.55488,1.54216,1.54511,apecoin,0.0262273927590313,0.01975392848710622,0.025788384916754836,0.013346362706261994,1.53794,567632900.0,44792220.0,-0.0332528726961856,-0.032464425611889,0.23074970951460028
2023-08-23,1.472,1.48875,1.46422,1.48474,apecoin,-0.007738560681640472,0.0011903320824759867,0.00409394822561282,0.012161701547481085,1.50018,553352000.0,79429510.0,-0.0245523232375775,-0.02515868970949353,0.7732880844039434
2023-08-24,1.52528,1.52528,1.49991,1.50268,apecoin,0.009818266079645088,-0.0022633018041001707,-0.006129237456598324,-0.004293779320946767,1.49702,551914400.0,65347904.0,-0.00210641389699906,-0.0025979846463011214,-0.17728431158646196
2023-08-25,1.45214,1.45214,1.42802,1.43192,apecoin,-0.009055486177929839,-0.013572263130723128,-0.016189925044091558,-0.013503086419752952,1.43699,528691360.0,49060276.0,-0.04009966466713877,-0.04207724966045456,-0.2492448418850588
2023-08-26,1.41354,1.43308,1.41354,1.43308,apecoin,0.00017689221603500727,0.013292983001951475,0.007742321841047284,0.013292983001951475,1.44708,531489760.0,52045104.0,0.007021621584005322,0.0052930692871546725,0.060840016472797576
2023-08-27,1.41135,1.41736,1.41028,1.41736,apecoin,-0.004794979374537212,-0.0005570637802772005,0.0013917291524652153,0.0064189956827993555,1.41585,521209920.0,46480256.0,-0.021581391491831692,-0.01934155796341208,-0.10692356383801249
2023-08-28,1.42373,1.42492,1.42272,1.42272,apecoin,0.003771908797360446,-0.0025270732851253586,0.0030598288187932976,0.0018308311973636027,1.42357,524497180.0,22037822.0,0.005452555002295467,0.006306978961567067,-0.5258670262057077
2023-08-29,1.4568,1.46517,1.45097,1.45097,apecoin,-0.011534807979373007,-0.020149802715174192,-0.007069048107849141,-0.007069048107849141,1.45328,535274270.0,84078456.0,0.020870066101420948,0.020547469864375723,2.8151889964443857
2023-08-30,1.48737,1.49659,1.48391,1.49445,apecoin,0.017095536697279146,0.004395855144828431,0.014729514418375667,0.0029596520898766965,1.48486,546722050.0,66121610.0,0.021730155235054616,0.021386755615957487,-0.21357249947596568
2023-08-31,1.46539,1.47039,1.46264,1.47039,apecoin,0.00923566440309087,0.005924486738317025,0.007341698921472739,0.006544224858470837,1.47431,543534460.0,33673390.0,-0.007105046940452331,-0.005830366636941031,-0.490735479671472
2023-09-01,1.43934,1.43934,1.4256,1.43166,apecoin,-0.018921682230250148,-0.018921682230250148,-0.006550522648083645,-0.004831052196217156,1.42891,526618050.0,43905460.0,-0.03079406637681359,-0.03112297608508574,0.3038621891054034
2023-09-02,1.38443,1.39418,1.38443,1.38936,apecoin,-0.02049667468515637,-0.013598415169095768,0.007129191127794421,0.0008932945278505855,1.39146,512736100.0,39305456.0,-0.026208788517121384,-0.026360566258600504,-0.10477065950339659
2023-09-03,1.38549,1.38549,1.37999,1.38155,apecoin,-0.011458742106952968,-0.011458742106952968,0.00390653416944331,0.005041393257773086,1.38347,510309540.0,21405636.0,-0.005742170094720667,-0.00473257100485025,-0.45540293439160207
2023-09-04,1.36424,1.36424,1.35021,1.35531,apecoin,0.006314174436444997,0.00578742102197749,0.020744347089818982,-0.0007962311724504234,1.35688,501173000.0,45710788.0,-0.019219787924566356,-0.017903917688860016,1.1354557276410753
2023-09-05,1.33991,1.33991,1.32542,1.33173,apecoin,0.003760609488422384,-0.0008351789296286993,-0.0070942175010674235,-0.006934967897809785,1.34486,495111650.0,43853468.0,-0.008858557868050343,-0.012094326709539471,-0.04063198385466471
2023-08-08,0.0066,0.00663,0.0066,0.00661,apemove,0.0,0.004545454545454408,0.0,0.0015151515151516914,0.00665,12938.615,7.032137,0.007575757575757569,0.0019045968571054228,1.3866422993153602
2023-08-09,0.00665,0.00665,0.00661,0.00664,apemove,0.003016591251885359,0.003016591251885359,0.0,0.004538577912254205,0.00664,12984.56,10.03148,-0.0015037593984962294,0.0035509983100974196,0.42651942076782645
2023-08-10,0.00659,0.00667,0.00659,0.00667,apemove,-0.004531722054380571,0.006033182503770718,-0.00302571860816947,0.006033182503770718,0.00664,12999.173,11.603406,0.0,0.001125413568114908,0.1566993105703245
2023-08-11,0.00652,0.00655,0.00652,0.00652,apemove,0.001536098310291889,0.0,0.001536098310291889,0.0,0.00652,12759.4375,95.20766,-0.01807228915662651,-0.01844236552586853,7.205147695426671
2023-08-12,0.00662,0.00663,0.00661,0.00663,apemove,0.012232415902140747,0.0015105740181269312,0.01070336391437321,0.0015105740181269312,0.0066,12894.45,233.81569,0.012269938650306678,0.01058138338778658,1.4558495608441588
2023-08-13,0.0066,0.00662,0.00657,0.00657,apemove,-0.0030211480362537513,-0.0015082956259425684,-0.004545454545454519,-0.009049773755655965,0.00656,12831.964,3.653529,-0.0060606060606061,-0.004845960859129361,-0.9843743206454623
2023-08-16,0.00606,0.00606,0.00603,0.00603,apemove,0.0016528925619836432,0.0,0.0016611295681061566,0.0,0.00603,11831.621,82.0946,-0.05485893416927912,-0.051110697994917964,-0.6773781037796325
2023-08-17,0.00616,0.0062,0.00614,0.0062,apemove,0.021558872305140975,-0.0016103059581321633,0.018242122719734688,0.004862236628849104,0.00622,12160.484,246.52318,0.031509121061359835,0.027795261528407833,2.0029159043347553
2023-08-18,0.00611,0.00612,0.00605,0.00609,apemove,0.0016393442622950616,-0.0016313213703100793,-0.00819672131147553,-0.006525285481239873,0.00607,11947.949,73.56115,-0.024115755627009627,-0.017477511585887506,-0.7016055447605374
2023-08-19,0.00607,0.0061,0.00606,0.00606,apemove,0.0033057851239668423,0.0,0.0016528925619836432,-0.0049261083743842304,0.00606,11858.437,20.734678,-0.0016474464579900872,-0.007491829769276759,-0.71813004554714
2023-08-20,0.00611,0.00611,0.0061,0.0061,apemove,-0.0032626427406199365,-0.0032626427406199365,-0.0016366612111292644,-0.0016366612111292644,0.00612,11960.273,6.448888,0.009900990099009688,0.008587641018795278,-0.6889805571130644
2023-08-21,0.00608,0.00611,0.00608,0.0061,apemove,0.0049586776859504855,0.003284072249589487,0.0049586776859504855,0.00328947368421062,0.0061,11921.8,48.637077,-0.0032679738562090277,-0.003216732594648941,6.541932345545464
2023-08-22,0.00612,0.00614,0.00612,0.00612,apemove,-0.0016313213703100793,-0.0032467532467532756,0.0,-0.0032573289902280145,0.00612,11959.489,34.918823,0.003278688524590123,0.003161351473770724,-0.28205342191924887
2023-08-23,0.00612,0.00614,0.00609,0.00609,apemove,0.0,0.0032679738562091387,-0.004901960784313708,-0.004901960784313708,0.00613,11917.359,4.315199,0.0016339869281045694,-0.0035227257619451224,-0.8764219802024827
2023-08-24,0.00607,0.00614,0.00607,0.00614,apemove,-0.003284072249589487,0.004909983633387904,0.0016501650165015036,0.013201320132013139,0.00614,11999.264,14.367997,0.0016313213703098572,0.006872747560931813,2.3296255862128263
2023-08-25,0.00617,0.00619,0.00617,0.00619,apemove,0.003252032520325132,0.0032414910858995505,0.003252032520325132,0.0032414910858995505,0.00616,12046.128,28.034328,0.0032573289902280145,0.003905572875136487,0.9511646612955165
2023-08-26,0.00632,0.00634,0.00632,0.00634,apemove,0.016077170418006492,0.0015797788309637184,0.016077170418006492,0.0031645569620253333,0.00635,12414.534,328.167,0.030844155844155896,0.030582939181785118,10.705898568355197
2023-08-27,0.00626,0.00626,0.00625,0.00625,apemove,-0.0015948963317384823,-0.0031847133757961776,-0.0031897926634768536,-0.004777070063694211,0.00625,12212.017,30.431562,-0.015748031496062853,-0.016312895836444574,-0.9072680616881039
2023-08-28,0.00622,0.00625,0.00622,0.00625,apemove,0.0,0.004823151125401992,0.003225806451612856,0.004823151125401992,0.00622,12209.716,745.01764,-0.0048000000000000265,-0.00018842096272875253,23.481741686476692
2023-08-29,0.00623,0.00626,0.00623,0.00626,apemove,-0.004792332268370503,0.0,-0.0031999999999999806,0.0,0.00627,12250.306,6.20607,0.008038585209003246,0.0033244016486542183,-0.9916699019368186
2023-08-30,0.00621,0.00622,0.00621,0.00622,apemove,0.0,0.0,0.0,0.0016103059581320522,0.00622,12141.703,342.96155,-0.0079744816586923,-0.00886532956809416,54.262275481907224
2023-09-01,0.00622,0.00625,0.00622,0.00625,apemove,0.006472491909385036,0.006441223832528209,0.006472491909385036,0.006441223832528209,0.0062,12185.937,13.779828,0.009771986970684043,0.01602816478651281,-0.0671818215973119
2023-09-02,0.00616,0.00618,0.00616,0.00617,apemove,-0.0016207455429498863,-0.003225806451612967,-0.0016207455429498863,-0.004838709677419284,0.00618,12137.371,19.866728,-0.003225806451612967,-0.0039854136780783644,0.4417253974432771
2023-09-05,0.00618,0.00618,0.00618,0.00618,apemove,0.0032467532467532756,-0.004830917874396268,0.0032467532467532756,-0.004830917874396268,0.00618,12132.869,19.379612,-0.011200000000000099,-0.0072541677692293804,-0.44150491214621446
2023-08-08,0.65558,0.65578,0.65337,0.65337,bella-protocol,0.0023086214013789963,-0.002995058912960702,0.009283860603064742,-0.006659064994298691,0.65641,39040176.0,2319611.8,0.007242707422240757,0.007548111753924891,0.6591779914978646
2023-08-09,0.65583,0.65913,0.65545,0.65545,bella-protocol,0.0059205178152368365,0.0044344884337568224,0.005337668911146176,-0.0005184586529224378,0.65552,39078596.0,1421831.0,-0.001355859904632828,0.000984114415877535,-0.38703924510127075
2023-08-10,0.65106,0.65123,0.65025,0.65123,bella-protocol,-0.012977168672872241,-0.012719444528668022,-0.00309687706011319,-0.002664747231879039,0.65514,38969670.0,1360433.9,-0.0005796924578961304,-0.002787357048344319,-0.04318171428249917
2023-08-11,0.65294,0.6553,0.65294,0.6553,bella-protocol,-0.002444464814984615,0.0011611207871176088,0.001595336708083872,0.0031688685455353305,0.65683,39092504.0,1383360.4,0.002579601306591073,0.003152041061676991,0.0168523439470305
2023-08-12,0.65138,0.65224,0.65123,0.65224,bella-protocol,-0.00038365330018585997,-0.0002145988534288934,-0.00019958241218387407,0.0013202738800701663,0.65284,38844044.0,1455983.2,-0.0060746311831068045,-0.006355694176049753,0.052497382460854114
2023-08-13,0.65132,0.65494,0.65132,0.65494,bella-protocol,-0.006982771763988427,-0.0024066288917321543,-0.004737019039760426,0.0007945967421532085,0.65461,38921276.0,884506.0,0.0027112309294774484,0.0019882584830765992,-0.39250260579929763
2023-08-14,0.69511,0.69511,0.67762,0.67762,bella-protocol,-0.0059917059917060644,-0.008996036611445435,-0.027330405075646547,-0.027330405075646547,0.67888,40396650.0,9606514.0,0.03707551060937053,0.037906619505485795,9.860880536706365
2023-08-15,0.67853,0.68087,0.67853,0.68087,bella-protocol,-0.004124225790354319,-0.002300568548150861,0.004812818386447093,0.008278047624689089,0.68176,40558788.0,2504113.0,0.004242281404666537,0.004013649646690931,-0.7393317700885045
2023-08-16,0.63364,0.6432,0.63364,0.64225,bella-protocol,-0.05522753026778804,-0.04107342527021984,-0.05265675926202795,-0.04248975027953783,0.64268,38263970.0,2865387.8,-0.057322224829852164,-0.05658004376264891,0.14427256277971479
2023-08-17,0.62234,0.62234,0.59706,0.60349,bella-protocol,0.005785765078544225,-0.006164164803577066,-0.03507014028056099,-0.03626636857234111,0.6129,36420820.0,2354163.2,-0.04633721292089377,-0.04816933527806966,-0.17841375607169108
2023-08-18,0.60149,0.60149,0.52805,0.52805,bella-protocol,0.0077403789769965314,0.0019322705845117305,-0.1150494385788503,-0.12040044642113501,0.5185,30976262.0,4228531.5,-0.15402186327296463,-0.14949026408521282,0.7961930166948492
2023-08-19,0.53195,0.53761,0.53195,0.53761,bella-protocol,0.00763373238369458,0.0020502879722652523,0.008703731796116498,0.0020502879722652523,0.53968,32056948.0,2135568.5,0.040848601735776535,0.034887553572474195,-0.49496213992966587
2023-08-20,0.54218,0.54277,0.53963,0.54277,bella-protocol,-0.009771154092013123,-0.01597229776279052,-0.006773297012754975,-0.0009939077138281238,0.54697,32539258.0,1412683.1,0.013508004743551627,0.015045412308121175,-0.33849787539008924
2023-08-21,0.54518,0.54818,0.54518,0.54751,bella-protocol,0.005867158671586603,0.0030741079597438326,0.01110925647730876,0.0031881561830076066,0.54598,32515932.0,1131369.6,-0.001809971296414692,-0.0007168571575909555,-0.1991341865702223
2023-08-22,0.54418,0.5504,0.54275,0.54613,bella-protocol,0.013238497774963998,0.017187211236370237,0.01340627742405287,0.009295878765477772,0.54342,32490638.0,4181389.5,-0.004688816440162613,-0.0007778955866927229,2.695865170851329
2023-08-23,0.54615,0.55575,0.53934,0.55575,bella-protocol,0.007489531258647153,0.0047730107935131105,-0.005072958364847002,0.016293614219881514,0.5643,33543032.0,5484606.5,0.038423318979794674,0.03239068435652137,0.3116707974705537
2023-08-24,0.57292,0.57563,0.56687,0.56979,bella-protocol,0.02090201179636142,0.006258194213792478,0.010121349275646452,-0.003950703609824191,0.5694,33864904.0,5479745.5,0.009037745879851178,0.009595793248505347,-0.0008862987709328252
2023-08-25,0.55836,0.55836,0.55244,0.55614,bella-protocol,0.0007348328703289386,-0.004421938520790314,-0.009218408120807653,-0.005845444307395309,0.55869,33259616.0,2372605.5,-0.01880927291886192,-0.017873607437363437,-0.5670226838089469
2023-08-26,0.55464,0.55986,0.55464,0.55986,bella-protocol,0.005967171488165501,0.0036391015183836473,0.009684701084977876,0.0036391015183836473,0.56082,33384448.0,1535391.8,0.003812489931804608,0.0037532604104628664,-0.35286679559665524
2023-08-27,0.56098,0.56201,0.56049,0.56049,bella-protocol,0.001857341858056305,0.0035892857142856283,0.002217255252570549,0.001841061023129642,0.56112,33331726.0,1205864.1,0.0005349309939017832,-0.0015792383327709603,-0.21462124520920323
2023-08-28,0.55628,0.55628,0.55417,0.55565,bella-protocol,-0.0017227765415259721,-0.002653471026965115,0.0004693903341699279,0.0031413045440593645,0.55666,33109542.0,1068874.6,-0.007948388936412698,-0.006665841426873653,-0.11360276833848859
2023-08-29,0.55772,0.55772,0.55672,0.55721,bella-protocol,-0.0050663622092192995,-0.011467767950513075,-0.006850292564578253,-0.00785228446280406,0.55723,33163714.0,4123085.8,0.0010239643588545455,0.0016361446497810128,2.857408343317354
2023-08-30,0.55617,0.56565,0.55617,0.56565,bella-protocol,0.022390117465394654,0.015839663811217042,0.022390117465394654,0.021452949780594865,0.56337,33530580.0,6121516.0,0.011018789368842263,0.01106227125224879,0.4846928482545767
2023-08-31,0.55426,0.55426,0.55044,0.55118,bella-protocol,0.004276136981337331,-0.0057581573896353655,-0.0026454067765897538,-0.0069544537330642475,0.55176,32830814.0,2430725.2,-0.020608126098301316,-0.02086948689822843,-0.6029210411277206
2023-09-01,0.51025,0.51144,0.50593,0.51144,bella-protocol,-0.006077487971638429,-0.004380073585236177,-0.004956239551578312,0.0035122142646912824,0.51138,30368582.0,4683735.5,-0.07318399304045253,-0.07499759220103408,0.926888115530295
2023-09-02,0.54419,0.57008,0.54419,0.5535,bella-protocol,-0.053220362573506375,-0.00817704165071842,-0.012395194366810691,0.004500744074625418,0.54926,32655514.0,37139644.0,0.07407407407407418,0.07530585392495448,6.929492175636305
2023-09-03,0.5596,0.56737,0.55891,0.56737,bella-protocol,0.012355952747073795,0.020688290427617995,0.022090960627617395,0.03756194795457457,0.5656,33628996.0,13384005.0,0.029749116993773583,0.02981064698598823,-0.6396302290888949
2023-09-04,0.57256,0.57615,0.56995,0.57615,bella-protocol,0.005231925278275096,0.008277624164362507,0.00908253957012839,0.008277624164362507,0.58968,35205132.0,11167108.0,0.04257425742574261,0.04686836324224486,-0.16563778928654016
2023-09-05,0.58461,0.58461,0.5785,0.5785,bella-protocol,0.004398247573232483,-0.005782214588187395,-0.0060991323769434835,-0.015972375784585546,0.58378,34667652.0,8212271.5,-0.010005426672093365,-0.01526709230915535,-0.26460176618691245
2023-08-08,230.29727,231.01207,230.29727,231.00893,binance-coin-wormhole,-0.043670437202267265,-0.04538486707451539,-0.0007955982767142711,0.002292123104135735,230.20255,0.0,1865.5051,-0.020924383450760198,0.0,2.6239577628926005
2023-08-09,247.08561,247.08561,245.00461,245.00461,binance-coin-wormhole,0.013350595063378767,-0.0017988865955275157,0.0052218445941500935,-0.010205918138136205,245.87889,0.0,476.9617,0.06809802932243803,0.0,-0.7443257056761732
2023-08-10,242.96618,244.16096,242.19768,243.44379,binance-coin-wormhole,-0.0019651699797477162,-0.00290469838475782,-0.0051219458193751954,-0.00019462717294316256,244.21482,0.0,1775.1625,-0.006767844120330935,0.0,2.721813512489577
2023-08-11,241.79406,246.7057,240.75819,246.7057,binance-coin-wormhole,0.0018500705724999733,0.0202035753277221,-0.0022036148218387286,0.0202035753277221,247.16684,0.0,2396.6614,0.012087800404578353,0.0,0.35010817319541165
2023-08-12,251.09875,251.17222,238.6042,238.6042,binance-coin-wormhole,-0.004648485165363425,-0.004432825038493293,-0.04893156955894795,-0.04893156955894795,239.55652,0.0,619.3821,-0.030790214415493566,0.0,-0.7415646198499295
2023-08-13,238.6782,239.4328,238.6782,238.78847,binance-coin-wormhole,-0.0033926993079314016,-0.0012172717686349532,-0.0005637469310170173,-0.003905064231828459,238.85335,0.0,26.48678,-0.0029352989432306353,0.0,-0.9572367687086857
2023-08-14,240.07311,240.07311,239.0784,239.0784,binance-coin-wormhole,0.00037648537753298683,-0.0005394610693160162,0.0014638359304071091,-0.004680588714472744,238.79221,0.0,263.22385,-0.0002559729641640196,0.0,8.937933187801613
2023-08-15,241.48606,241.48606,239.80187,239.80187,binance-coin-wormhole,0.010510121146444007,0.004956448332997354,0.004079680428801469,9.996751160135098e-05,241.29719,0.0,1379.4109,0.010490208202353024,0.0,4.240448006516127
2023-08-16,234.01252,237.80899,234.01252,236.59999,binance-coin-wormhole,-0.010145675496498585,0.0010961546395138466,-0.010145675496498585,-0.003993330206955581,236.82328,0.0,488.76306,-0.01854107791309123,0.0,-0.6456726128523416
2023-08-17,261.70352,261.70352,246.08576,246.18318,binance-coin-wormhole,0.12401396696345346,-0.004220268536530791,0.056935845994032785,-0.05966148862013365,245.47988,0.0,4661.232,0.03655299428333225,0.0,8.536792735523017
2023-08-18,239.03155,239.03155,223.43227,225.51758,binance-coin-wormhole,-0.00582658455628593,-0.00582658455628593,-0.063802962757184,-0.05506536615248203,218.15974,0.0,1871.7626,-0.11129278700967271,0.0,-0.5984403694130651
2023-08-19,216.73669,216.79568,216.15601,216.79568,binance-coin-wormhole,0.003600867849715028,0.0016021796184770842,0.0042659324462588355,0.002674530356946425,217.93161,0.0,395.32794,-0.0010457016496260296,0.0,-0.7887937604907802
2023-08-20,216.75547,216.89335,215.5114,215.5114,binance-coin-wormhole,-0.0026544596186937053,-0.008828234080363373,-0.00837873345788287,-0.014914412475067307,216.21511,0.0,850.9344,-0.00787632413673256,0.0,1.1524772572361064
2023-08-21,215.45042,217.27627,215.45042,216.71062,binance-coin-wormhole,-0.0017460259653946375,0.006713748763710559,0.004246914399688828,0.007688889279482858,216.31472,0.0,3546.2302,0.00046069860704922583,0.0,3.1674542714456013
2023-08-22,209.69166,209.86278,209.69166,209.77757,binance-coin-wormhole,0.016571304575131007,0.006632867734625236,0.016571304575131007,0.006224147395269997,210.17677,0.0,866.6993,-0.02837509162575713,0.0,-0.7555998197748133
2023-08-23,207.19468,208.05455,205.54145,208.05455,binance-coin-wormhole,0.005239606370665895,0.005546308780883136,0.0019336100094771158,0.005546308780883136,211.48738,0.0,6155.9346,0.006235750982375388,0.0,6.10273401628454
2023-08-24,216.93925,217.24738,216.1031,216.1031,binance-coin-wormhole,0.008930840746827151,0.0003442883520163864,0.005042113729976094,-0.003668025841926381,216.21228,0.0,4437.683,0.022341285801545263,0.0,-0.27912115895448264
2023-08-25,215.98752,217.23813,215.98752,216.56166,binance-coin-wormhole,-0.0031051836956371703,0.0016753907485231867,6.66709632390905e-06,0.0023080307417771007,217.04516,0.0,1032.7767,0.0038521401282112233,0.0,-0.767271186337555
2023-08-26,216.50886,217.38969,216.50886,216.723,binance-coin-wormhole,0.002813181141084309,0.0023858745235558754,0.002813181141084309,-0.000688239242768951,217.10056,0.0,7706.3774,0.0002552464196852178,0.0,6.461804086013948
2023-08-27,217.31935,217.31935,216.60706,216.60706,binance-coin-wormhole,-0.0023222749250316754,-0.0023222749250316754,-7.266086487678347e-05,-7.266086487678347e-05,216.61989,0.0,100.07088,-0.002214043114398212,0.0,-0.9870145368172599
2023-08-28,218.11151,219.74443,218.11151,219.74443,binance-coin-wormhole,0.009716328663329277,0.0063996734007158995,0.01451993993949574,0.022115274547586772,219.11837,0.0,645.0582,0.011533936241958198,0.0,5.446013065938863
2023-08-29,218.14376,218.67376,218.09671,218.67376,binance-coin-wormhole,0.0045782725171159555,-9.75330538971475e-05,0.004361601603760867,-9.75330538971475e-05,218.18486,0.0,358.07996,-0.004260300037828957,0.0,-0.4448873605513425
2023-08-30,229.1355,229.39451,227.79145,227.79145,binance-coin-wormhole,-0.001684717354984988,-0.005935668111503478,-0.007540578431243561,-0.008126310754979271,228.18871,0.0,1546.8652,0.045850339936510665,0.0,3.319887658611221
2023-08-31,222.70836,223.21815,222.54679,223.21815,binance-coin-wormhole,-0.015331077743568455,-0.013077123873686203,0.00034422586286941836,0.0033619782172182866,222.71812,0.0,276.1873,-0.023973973120755998,0.0,-0.821453543592551
2023-09-01,213.16573,213.16573,211.60314,212.0457,binance-coin-wormhole,-0.04038417274277217,-0.04038417274277217,-0.002895001453932844,-0.005273727669807049,211.4207,0.0,2445.9004,-0.05072519469902126,0.0,7.85594811926544
2023-09-02,213.23196,213.23196,212.20658,212.6387,binance-coin-wormhole,0.004899801717555441,0.0023731340708634807,6.748596767858217e-05,-0.000415696860104231,213.49991,0.0,125.13275,0.009834467485917875,0.0,-0.9488398014898726
2023-09-03,215.00426,215.00426,214.18041,214.76016,binance-coin-wormhole,0.0011263146332385343,0.0008191193068658453,0.0023265743886535795,0.005039702220941411,214.24675,0.0,583.40173,0.0034980810998936906,0.0,3.6622625172067265
2023-09-04,212.2966,213.03671,212.29351,212.84376,binance-coin-wormhole,-0.003223447640033794,-0.0037172247297253547,-0.002655844721123457,-7.07980965600763e-05,212.22466,0.0,489.62076,-0.009438136167759792,0.0,-0.16074852914817384
2023-09-05,215.05394,215.05394,213.64774,214.58114,binance-coin-wormhole,0.0032121794304826867,0.0016922489817092767,-0.0025588266587636133,-0.0005099896534841442,214.82528,0.0,1280.1042,0.012254089604855523,0.0,1.6144810526416404
2023-08-08,0.28743,0.28972,0.28743,0.28972,binance-peg-cardano,-0.002013818964619163,0.003428808921829951,0.00902197570736507,0.003428808921829951,0.29043,0.0,286113.66,-0.007687576875768709,0.0,3.260396143425159
2023-08-09,0.3007,0.30208,0.29892,0.30044,binance-peg-cardano,0.021052631578947434,0.0078067658637486215,0.015008488964346478,0.0023353573096682734,0.29799,0.0,300199.28,0.026030368763557243,0.0,0.04923085461910515
2023-08-10,0.29919,0.30097,0.29825,0.30097,binance-peg-cardano,0.0036228237898763282,0.009593774110227882,0.0037693938680039007,0.01074654935016972,0.30157,0.0,519176.97,0.012013825967314373,0.0,0.7294410899319943
2023-08-11,0.29742,0.29793,0.29742,0.29793,binance-peg-cardano,0.00013450803685532975,0.00023500973611745302,0.0014478601973131333,0.00023500973611745302,0.29728,0.0,141873.42,-0.014225552939616026,0.0,-0.7267339882198549
2023-08-12,0.29285,0.29372,0.29261,0.29369,binance-peg-cardano,-0.005805268875611058,-0.003798670465337217,-0.0026585773202904006,-0.0039004205670871706,0.29273,0.0,96888.336,-0.015305435952637225,0.0,-0.31707901310900954
2023-08-13,0.29141,0.29198,0.29129,0.29129,binance-peg-cardano,-0.00420311645708038,-0.007748249847074007,-0.0046131765992346585,-0.006412661595661229,0.29076,0.0,158923.7,-0.006729750965053016,0.0,0.6402769059838123
2023-08-14,0.29327,0.29327,0.28769,0.28769,binance-peg-cardano,0.010300399614165512,0.0021528157463093223,-0.008922419732671827,-0.01691498086386012,0.2891,0.0,132663.86,-0.005709175952675727,0.0,-0.16523551867971875
2023-08-15,0.28954,0.29107,0.28939,0.29107,binance-peg-cardano,-0.0074048680150839985,-0.003628521548625585,0.0044427475616952705,0.010273853736420202,0.29078,0.0,207272.17,0.005811138014527595,0.0,0.5623860936957512
