timestamp,open_price,high_price,low_price,close_price,crip_id
2023-08-13 04:00:00,24.89282,24.89282,24.79268,24.80292,solana
2023-08-13 08:00:00,24.89413,24.89413,24.69161,24.69923,solana
2023-08-13 12:00:00,24.73584,24.80082,24.73584,24.80082,solana
2023-08-13 16:00:00,24.68752,24.72059,24.59008,24.60261,solana
2023-08-13 20:00:00,24.59503,24.59503,24.44202,24.51918,solana
2023-08-14 00:00:00,24.63421,24.63421,24.26253,24.26253,solana
2023-08-14 04:00:00,24.22329,24.34497,24.22329,24.28328,solana
2023-08-14 08:00:00,24.36316,24.46805,24.36316,24.39965,solana
2023-08-14 12:00:00,24.36645,24.51131,24.36645,24.48779,solana
2023-08-14 16:00:00,24.48757,24.62734,24.38858,24.62734,solana
2023-08-14 20:00:00,24.81724,25.12354,24.71917,24.71917,solana
2023-08-15 00:00:00,24.80861,25.09896,24.80861,25.09896,solana
2023-08-15 04:00:00,25.14707,25.20164,24.88474,24.88474,solana
2023-08-15 08:00:00,24.95225,24.96601,24.93772,24.94902,solana
2023-08-15 12:00:00,24.85496,25.00556,24.82467,24.92128,solana
2023-08-15 16:00:00,24.81069,24.90899,24.75125,24.90899,solana
2023-08-15 20:00:00,24.77321,24.77321,24.62674,24.62674,solana
2023-08-16 00:00:00,24.02439,24.07927,23.82653,23.82653,solana
2023-08-16 04:00:00,23.89727,23.91059,23.87809,23.87809,solana
2023-08-16 08:00:00,23.73973,23.73973,23.42034,23.42034,solana
2023-08-16 12:00:00,23.42598,23.47101,23.34069,23.47101,solana
2023-08-16 16:00:00,23.47041,23.47041,23.05286,23.15799,solana
2023-08-16 20:00:00,23.11494,23.45262,23.11494,23.45262,solana
2023-08-17 00:00:00,23.35336,23.35336,22.77636,22.84815,solana
2023-08-17 04:00:00,22.80287,23.27043,22.80287,23.27043,solana
2023-08-17 08:00:00,23.3222,23.3222,23.2258,23.2258,solana
2023-08-17 12:00:00,23.22283,23.22283,23.02817,23.02817,solana
2023-08-17 16:00:00,23.06324,23.27175,23.03078,23.03078,solana
2023-08-17 20:00:00,22.88215,23.17256,22.88215,23.17256,solana
2023-08-18 00:00:00,23.07581,23.07581,21.26974,21.45851,solana
2023-08-18 04:00:00,21.73951,21.85175,21.55447,21.55447,solana
2023-08-18 08:00:00,21.52446,22.04829,21.46338,22.04829,solana
2023-08-18 12:00:00,22.06632,22.06632,21.9523,21.9523,solana
2023-08-18 16:00:00,22.0119,22.0119,21.8858,21.93026,solana
2023-08-18 20:00:00,21.60734,21.60734,21.31875,21.55647,solana
2023-08-19 00:00:00,21.3111,21.40571,21.3111,21.40571,solana
2023-08-19 04:00:00,21.32957,21.57628,21.32957,21.47793,solana
2023-08-19 08:00:00,21.40515,21.63547,21.40515,21.63547,solana
2023-08-19 12:00:00,21.78289,21.78289,21.6753,21.6753,solana
2023-08-19 16:00:00,21.64882,21.7197,21.64882,21.68532,solana
2023-08-19 20:00:00,21.8849,22.06616,21.8712,21.8712,solana
2023-08-20 00:00:00,21.88478,21.88478,21.77365,21.79805,solana
2023-08-20 04:00:00,21.87833,21.91101,21.78914,21.81738,solana
2023-08-20 08:00:00,21.80002,21.80002,21.666,21.666,solana
2023-08-20 12:00:00,21.72411,21.93875,21.72411,21.93875,solana
2023-08-20 16:00:00,21.94904,21.94904,21.78842,21.78842,solana
2023-08-20 20:00:00,21.78093,21.7849,21.66558,21.78106,solana
2023-08-21 00:00:00,21.79288,21.89297,21.79288,21.80577,solana
2023-08-21 04:00:00,21.77529,21.77529,21.48781,21.49585,solana
2023-08-21 08:00:00,21.38442,21.54517,21.38442,21.44491,solana
2023-08-21 12:00:00,21.31882,21.31882,21.10177,21.10177,solana
2023-08-21 16:00:00,21.21438,21.28975,21.2001,21.28975,solana
2023-08-21 20:00:00,20.75283,21.09183,20.75283,21.05678,solana
2023-08-22 00:00:00,21.28507,21.32885,21.25986,21.25986,solana
2023-08-22 04:00:00,21.20211,21.21831,21.10942,21.10942,solana
2023-08-22 08:00:00,21.06046,21.06046,20.98092,21.05641,solana
2023-08-22 12:00:00,21.16574,21.16574,20.98934,20.98934,solana
2023-08-22 16:00:00,20.96432,21.01073,20.81253,20.81253,solana
2023-08-22 20:00:00,20.73156,20.73156,20.18206,20.24933,solana
2023-08-23 00:00:00,20.09875,20.34457,19.96261,20.34457,solana
2023-08-23 04:00:00,20.54924,20.64009,20.51738,20.64009,solana
2023-08-23 08:00:00,20.57932,20.78451,20.56409,20.78451,solana
2023-08-23 12:00:00,20.77317,20.86548,20.7711,20.7711,solana
2023-08-23 16:00:00,20.6227,20.83002,20.55004,20.83002,solana
2023-08-23 20:00:00,20.90327,21.34728,20.90327,21.34728,solana
2023-08-24 00:00:00,21.56026,21.58454,21.40706,21.54675,solana
2023-08-24 04:00:00,21.67256,21.74122,21.61645,21.66356,solana
2023-08-24 08:00:00,21.76353,21.90958,21.76091,21.76091,solana
2023-08-24 12:00:00,21.71284,21.71284,21.66173,21.69037,solana
2023-08-24 16:00:00,21.81714,21.81714,21.26392,21.26392,solana
2023-08-24 20:00:00,21.06977,21.11322,20.91312,20.91312,solana
2023-08-25 00:00:00,20.95988,20.95988,20.81057,20.92859,solana
2023-08-25 04:00:00,21.01953,21.01953,20.82801,20.85997,solana
2023-08-25 08:00:00,20.6931,20.69473,20.49254,20.61559,solana
2023-08-25 12:00:00,20.5567,20.66268,20.5567,20.63208,solana
2023-08-25 16:00:00,20.66617,20.70136,20.35728,20.35728,solana
2023-08-25 20:00:00,20.35003,20.39554,20.28463,20.39554,solana
2023-08-26 00:00:00,20.17284,20.34095,20.17284,20.34095,solana
2023-08-26 04:00:00,20.39283,20.39283,20.29389,20.33868,solana
2023-08-26 08:00:00,20.39481,20.39481,20.25453,20.32984,solana
2023-08-26 12:00:00,20.32596,20.32596,20.24834,20.27913,solana
2023-08-26 16:00:00,20.27909,20.34359,20.23365,20.34359,solana
2023-08-26 20:00:00,20.36785,20.36785,20.23948,20.23948,solana
2023-08-27 00:00:00,20.33068,20.34752,20.2896,20.2896,solana
2023-08-27 04:00:00,20.27382,20.344,20.27198,20.27198,solana
2023-08-27 08:00:00,20.30727,20.36294,20.30727,20.36294,solana
2023-08-27 12:00:00,20.3789,20.70185,20.3789,20.70185,solana
2023-08-27 16:00:00,20.56436,20.80117,20.56436,20.80117,solana
2023-08-27 20:00:00,20.74496,20.74496,20.56564,20.65561,solana
2023-08-28 00:00:00,20.76615,20.77492,20.69907,20.77492,solana
2023-08-28 04:00:00,20.78119,20.78119,20.4634,20.4634,solana
2023-08-28 08:00:00,20.50026,20.50026,20.33216,20.38409,solana
2023-08-28 12:00:00,20.37979,20.37979,20.18623,20.2827,solana
2023-08-28 16:00:00,20.31593,20.60317,20.31593,20.55193,solana
2023-08-28 20:00:00,20.5261,20.60927,20.5261,20.60927,solana
2023-08-29 00:00:00,20.4741,20.49107,20.4241,20.49107,solana
2023-08-29 04:00:00,20.54904,20.63733,20.52503,20.52503,solana
2023-08-29 08:00:00,20.49841,20.49841,20.27204,20.27204,solana
2023-08-29 12:00:00,20.25332,20.27704,20.16976,20.16976,solana
2023-08-29 16:00:00,20.14627,21.61424,20.14627,21.61424,solana
2023-08-29 20:00:00,21.32418,21.67843,21.32418,21.6032,solana
2023-08-30 00:00:00,21.56352,21.79442,21.56352,21.784,solana
2023-08-30 04:00:00,21.75689,21.75689,21.63787,21.63787,solana
2023-08-30 08:00:00,21.6438,21.70865,21.58477,21.58477,solana
2023-08-30 12:00:00,21.61371,21.62484,21.53382,21.54835,solana
2023-08-30 16:00:00,21.46437,21.46437,20.93208,20.93208,solana
2023-08-30 20:00:00,20.82967,20.82967,20.65459,20.70826,solana
2023-08-31 00:00:00,20.72953,20.8565,20.72953,20.8565,solana
2023-08-31 04:00:00,20.81968,20.81968,20.63874,20.63874,solana
2023-08-31 08:00:00,20.63333,20.76675,20.63333,20.76675,solana
2023-08-31 12:00:00,20.76109,20.77573,20.70173,20.70173,solana
2023-08-31 16:00:00,20.91784,20.91784,20.67077,20.67077,solana
2023-08-31 20:00:00,20.36436,20.36436,19.81236,19.86966,solana
2023-09-01 00:00:00,19.83514,19.83514,19.65773,19.76394,solana
2023-09-01 04:00:00,19.73119,19.8837,19.73119,19.85002,solana
2023-09-01 08:00:00,19.89103,19.89103,19.78343,19.78343,solana
2023-09-01 12:00:00,19.77715,19.86059,19.76753,19.77388,solana
2023-09-01 16:00:00,19.84488,19.84488,19.42175,19.42175,solana
2023-09-01 20:00:00,19.39571,19.39571,19.11326,19.3098,solana
2023-09-02 00:00:00,19.22942,19.33575,19.22942,19.2438,solana
2023-09-02 04:00:00,19.33939,19.43531,19.33939,19.43531,solana
2023-09-02 08:00:00,19.57207,19.57207,19.48738,19.48738,solana
2023-09-02 12:00:00,19.56245,19.58252,19.55065,19.56963,solana
2023-09-02 16:00:00,19.55872,19.55872,19.45588,19.46771,solana
2023-09-02 20:00:00,19.56996,19.56996,19.22998,19.22998,solana
2023-09-03 00:00:00,19.42316,19.52331,19.42316,19.52331,solana
2023-09-03 04:00:00,19.4896,19.58953,19.4896,19.52034,solana
2023-09-03 08:00:00,19.60276,19.60276,19.52027,19.55739,solana
2023-09-03 12:00:00,19.54,19.54,19.40826,19.40826,solana
2023-09-03 16:00:00,19.3878,19.47326,19.37255,19.37255,solana
2023-09-03 20:00:00,19.34121,19.43178,19.26983,19.43178,solana
2023-09-04 00:00:00,19.43949,19.54151,19.43949,19.51269,solana
2023-09-04 04:00:00,19.57639,19.82871,19.57639,19.82871,solana
2023-09-04 08:00:00,19.75579,19.78942,19.69293,19.76596,solana
2023-09-04 12:00:00,19.7963,19.79781,19.71139,19.71139,solana
2023-09-04 16:00:00,19.57914,19.57914,19.43652,19.48739,solana
2023-09-04 20:00:00,19.39011,19.46932,19.37667,19.46932,solana
2023-09-05 00:00:00,19.40914,19.41658,19.26123,19.32513,solana
2023-09-05 04:00:00,19.49191,19.49191,19.14976,19.14976,solana
2023-09-05 08:00:00,19.19271,19.28508,19.19271,19.25898,solana
2023-09-05 12:00:00,19.38861,19.5238,19.33579,19.5238,solana
2023-09-05 16:00:00,19.53438,20.16987,19.53438,20.16987,solana
2023-09-05 20:00:00,20.49245,20.49245,20.30057,20.30057,solana
2023-09-06 00:00:00,20.26631,20.26916,20.15291,20.23821,solana
2023-09-06 04:00:00,20.26303,20.26303,20.16197,20.16197,solana
2023-08-07 04:00:00,0.62736,0.62736,0.62247,0.62247,heco-peg-xrp
2023-08-07 08:00:00,0.62661,0.62661,0.62032,0.62034,heco-peg-xrp
2023-08-07 12:00:00,0.61768,0.62097,0.6142,0.62097,heco-peg-xrp
2023-08-07 16:00:00,0.62013,0.62013,0.60962,0.60962,heco-peg-xrp
2023-08-07 20:00:00,0.60989,0.61149,0.60306,0.61149,heco-peg-xrp
2023-08-08 00:00:00,0.6141,0.6147,0.61128,0.61397,heco-peg-xrp
2023-08-08 04:00:00,0.61433,0.61961,0.61433,0.61842,heco-peg-xrp
2023-08-08 08:00:00,0.61686,0.62021,0.61686,0.6183,heco-peg-xrp
2023-08-08 12:00:00,0.61714,0.62126,0.61688,0.62065,heco-peg-xrp
2023-08-08 16:00:00,0.61797,0.62221,0.61797,0.6216,heco-peg-xrp
2023-08-08 20:00:00,0.62508,0.63917,0.62508,0.63917,heco-peg-xrp
2023-08-09 00:00:00,0.63592,0.64163,0.63491,0.64163,heco-peg-xrp
2023-08-09 04:00:00,0.63843,0.64197,0.63523,0.63523,heco-peg-xrp
2023-08-09 08:00:00,0.63859,0.64319,0.63799,0.64166,heco-peg-xrp
2023-08-09 12:00:00,0.64155,0.64534,0.64058,0.64534,heco-peg-xrp
2023-08-09 16:00:00,0.64358,0.65734,0.64185,0.65644,heco-peg-xrp
2023-08-09 20:00:00,0.65336,0.65586,0.65336,0.65455,heco-peg-xrp
2023-08-10 00:00:00,0.66182,0.66182,0.63589,0.63697,heco-peg-xrp
2023-08-10 04:00:00,0.64194,0.64501,0.64107,0.64128,heco-peg-xrp
2023-08-10 08:00:00,0.63796,0.64176,0.62788,0.62788,heco-peg-xrp
2023-08-10 12:00:00,0.63151,0.63151,0.62752,0.63091,heco-peg-xrp
2023-08-10 16:00:00,0.63055,0.63554,0.63055,0.63171,heco-peg-xrp
2023-08-10 20:00:00,0.63594,0.63631,0.63499,0.63519,heco-peg-xrp
2023-08-11 00:00:00,0.63435,0.63584,0.63435,0.63584,heco-peg-xrp
2023-08-11 04:00:00,0.63582,0.63689,0.6314,0.6314,heco-peg-xrp
2023-08-11 08:00:00,0.63427,0.63621,0.63244,0.63244,heco-peg-xrp
2023-08-11 12:00:00,0.63439,0.63445,0.62892,0.63445,heco-peg-xrp
2023-08-11 16:00:00,0.63143,0.63354,0.63105,0.63354,heco-peg-xrp
2023-08-11 20:00:00,0.63,0.63228,0.62828,0.62828,heco-peg-xrp
2023-08-12 00:00:00,0.62812,0.6288,0.62781,0.6288,heco-peg-xrp
2023-08-12 04:00:00,0.63223,0.63223,0.62886,0.62886,heco-peg-xrp
2023-08-12 08:00:00,0.62528,0.62558,0.62496,0.62496,heco-peg-xrp
2023-08-12 12:00:00,0.62484,0.62878,0.62463,0.62523,heco-peg-xrp
2023-08-12 16:00:00,0.6288,0.6288,0.62635,0.62654,heco-peg-xrp
2023-08-12 20:00:00,0.63065,0.63065,0.62464,0.62464,heco-peg-xrp
2023-08-13 00:00:00,0.62482,0.6338,0.62482,0.6338,heco-peg-xrp
2023-08-13 04:00:00,0.63028,0.63338,0.62992,0.63262,heco-peg-xrp
2023-08-13 08:00:00,0.6312,0.63169,0.62884,0.63169,heco-peg-xrp
2023-08-13 12:00:00,0.63116,0.63116,0.62791,0.62791,heco-peg-xrp
2023-08-13 20:00:00,0.62979,0.62979,0.62979,0.62979,heco-peg-xrp
2023-08-14 00:00:00,0.63369,0.63379,0.6303,0.6303,heco-peg-xrp
2023-08-14 04:00:00,0.62712,0.63107,0.62712,0.62901,heco-peg-xrp
2023-08-14 08:00:00,0.62986,0.62986,0.62671,0.62671,heco-peg-xrp
2023-08-14 20:00:00,0.63194,0.63194,0.63194,0.63194,heco-peg-xrp
2023-08-15 00:00:00,0.62563,0.62776,0.62563,0.62724,heco-peg-xrp
2023-08-15 04:00:00,0.63055,0.63108,0.63055,0.63108,heco-peg-xrp
2023-08-15 08:00:00,0.63479,0.63479,0.62988,0.62988,heco-peg-xrp
2023-08-15 12:00:00,0.62933,0.62933,0.62933,0.62933,heco-peg-xrp
2023-08-15 20:00:00,0.62874,0.62874,0.62516,0.62516,heco-peg-xrp
2023-08-16 00:00:00,0.60205,0.61018,0.60205,0.61018,heco-peg-xrp
2023-08-16 04:00:00,0.60568,0.60796,0.60202,0.60796,heco-peg-xrp
2023-08-16 08:00:00,0.60447,0.61018,0.59661,0.59661,heco-peg-xrp
2023-08-16 12:00:00,0.59923,0.59984,0.59735,0.59808,heco-peg-xrp
2023-08-16 16:00:00,0.59759,0.59759,0.58941,0.58941,heco-peg-xrp
2023-08-16 20:00:00,0.59197,0.59985,0.59197,0.59985,heco-peg-xrp
2023-08-17 00:00:00,0.59981,0.59981,0.5826,0.58401,heco-peg-xrp
2023-08-17 04:00:00,0.58347,0.58974,0.58114,0.58974,heco-peg-xrp
2023-08-17 08:00:00,0.58935,0.59059,0.58687,0.59029,heco-peg-xrp
2023-08-17 12:00:00,0.58685,0.58778,0.5855,0.5855,heco-peg-xrp
2023-08-17 16:00:00,0.58571,0.58786,0.58517,0.58786,heco-peg-xrp
2023-08-17 20:00:00,0.57792,0.58075,0.57207,0.57207,heco-peg-xrp
2023-08-18 00:00:00,0.57839,0.57839,0.47185,0.50243,heco-peg-xrp
2023-08-18 04:00:00,0.50743,0.50816,0.49139,0.49139,heco-peg-xrp
2023-08-18 08:00:00,0.48726,0.5088,0.48726,0.5088,heco-peg-xrp
2023-08-18 12:00:00,0.50735,0.50778,0.50342,0.50529,heco-peg-xrp
2023-08-18 16:00:00,0.50553,0.50656,0.50157,0.50656,heco-peg-xrp
2023-08-18 20:00:00,0.50894,0.50894,0.50231,0.50628,heco-peg-xrp
2023-08-19 00:00:00,0.50105,0.51002,0.50105,0.50686,heco-peg-xrp
2023-08-19 04:00:00,0.50994,0.51016,0.50717,0.50717,heco-peg-xrp
2023-08-19 08:00:00,0.50415,0.50985,0.50415,0.50723,heco-peg-xrp
2023-08-19 12:00:00,0.50363,0.50399,0.50297,0.50399,heco-peg-xrp
2023-08-19 16:00:00,0.50693,0.50693,0.50286,0.50286,heco-peg-xrp
2023-08-19 20:00:00,0.52123,0.5223,0.51853,0.5223,heco-peg-xrp
2023-08-20 00:00:00,0.51879,0.52135,0.51616,0.52135,heco-peg-xrp
2023-08-20 04:00:00,0.5188,0.5211,0.51836,0.5211,heco-peg-xrp
2023-08-20 08:00:00,0.52172,0.52221,0.51785,0.52221,heco-peg-xrp
2023-08-20 12:00:00,0.52639,0.54142,0.5229,0.54142,heco-peg-xrp
2023-08-20 16:00:00,0.54447,0.54447,0.539,0.539,heco-peg-xrp
2023-08-20 20:00:00,0.53592,0.54078,0.53592,0.54078,heco-peg-xrp
2023-08-21 00:00:00,0.54443,0.54443,0.5411,0.54151,heco-peg-xrp
2023-08-21 04:00:00,0.54074,0.54074,0.53785,0.53904,heco-peg-xrp
2023-08-21 08:00:00,0.53711,0.53711,0.53291,0.53296,heco-peg-xrp
2023-08-21 12:00:00,0.5255,0.52793,0.52275,0.52793,heco-peg-xrp
2023-08-21 16:00:00,0.52255,0.52621,0.52255,0.52532,heco-peg-xrp
2023-08-21 20:00:00,0.5131,0.51711,0.5131,0.51711,heco-peg-xrp
2023-08-22 00:00:00,0.52177,0.52502,0.52177,0.52238,heco-peg-xrp
2023-08-22 04:00:00,0.5223,0.52564,0.52227,0.52227,heco-peg-xrp
2023-08-22 08:00:00,0.52537,0.52537,0.51884,0.51884,heco-peg-xrp
2023-08-22 12:00:00,0.51828,0.51921,0.51477,0.51477,heco-peg-xrp
2023-08-22 16:00:00,0.51307,0.51493,0.50964,0.50964,heco-peg-xrp
2023-08-22 20:00:00,0.50999,0.51032,0.50553,0.50829,heco-peg-xrp
2023-08-23 00:00:00,0.51261,0.5153,0.50984,0.51449,heco-peg-xrp
2023-08-23 04:00:00,0.52201,0.52208,0.5213,0.5213,heco-peg-xrp
2023-08-23 08:00:00,0.52446,0.52446,0.51935,0.51935,heco-peg-xrp
2023-08-23 12:00:00,0.51825,0.51825,0.51554,0.51729,heco-peg-xrp
2023-08-23 16:00:00,0.51746,0.52022,0.51746,0.52022,heco-peg-xrp
2023-08-23 20:00:00,0.52094,0.53037,0.52094,0.53037,heco-peg-xrp
2023-08-24 00:00:00,0.53465,0.53465,0.52715,0.52715,heco-peg-xrp
2023-08-24 04:00:00,0.53039,0.53101,0.52678,0.52678,heco-peg-xrp
2023-08-24 08:00:00,0.528,0.52937,0.52567,0.52642,heco-peg-xrp
2023-08-24 12:00:00,0.52976,0.52976,0.52528,0.52597,heco-peg-xrp
2023-08-24 16:00:00,0.51955,0.52087,0.51955,0.52087,heco-peg-xrp
2023-08-24 20:00:00,0.51391,0.51656,0.51162,0.51446,heco-peg-xrp
2023-08-25 00:00:00,0.51541,0.51541,0.51305,0.51494,heco-peg-xrp
2023-08-25 04:00:00,0.51628,0.52134,0.51516,0.52134,heco-peg-xrp
2023-08-25 08:00:00,0.51811,0.51873,0.51442,0.51442,heco-peg-xrp
2023-08-25 12:00:00,0.51185,0.51238,0.50927,0.50927,heco-peg-xrp
2023-08-25 16:00:00,0.50859,0.5162,0.50859,0.51615,heco-peg-xrp
2023-08-25 20:00:00,0.51746,0.52284,0.51471,0.52284,heco-peg-xrp
2023-08-26 00:00:00,0.52868,0.52868,0.52443,0.52443,heco-peg-xrp
2023-08-26 04:00:00,0.52445,0.52595,0.52289,0.52289,heco-peg-xrp
2023-08-26 08:00:00,0.52272,0.52272,0.52063,0.52099,heco-peg-xrp
2023-08-26 12:00:00,0.52066,0.52353,0.52027,0.52083,heco-peg-xrp
2023-08-26 16:00:00,0.52095,0.52148,0.52071,0.52148,heco-peg-xrp
2023-08-26 20:00:00,0.52122,0.52425,0.52122,0.52398,heco-peg-xrp
2023-08-27 00:00:00,0.52426,0.52439,0.51948,0.51948,heco-peg-xrp
2023-08-27 04:00:00,0.52299,0.52299,0.51896,0.52033,heco-peg-xrp
2023-08-27 08:00:00,0.52022,0.52022,0.51887,0.51887,heco-peg-xrp
2023-08-27 12:00:00,0.52421,0.52439,0.52411,0.52424,heco-peg-xrp
2023-08-27 16:00:00,0.52312,0.52597,0.52312,0.52597,heco-peg-xrp
2023-08-27 20:00:00,0.52703,0.52773,0.52178,0.52178,heco-peg-xrp
2023-08-28 00:00:00,0.52225,0.52225,0.52123,0.52123,heco-peg-xrp
2023-08-28 04:00:00,0.52348,0.52348,0.51941,0.51941,heco-peg-xrp
2023-08-28 08:00:00,0.5203,0.5203,0.51831,0.51831,heco-peg-xrp
2023-08-28 12:00:00,0.51751,0.51891,0.51413,0.5145,heco-peg-xrp
2023-08-28 16:00:00,0.51381,0.51858,0.51381,0.5155,heco-peg-xrp
2023-08-28 20:00:00,0.51597,0.52057,0.51597,0.52057,heco-peg-xrp
2023-08-29 00:00:00,0.51843,0.51967,0.51843,0.51885,heco-peg-xrp
2023-08-29 04:00:00,0.51739,0.52061,0.51739,0.52012,heco-peg-xrp
2023-08-29 08:00:00,0.518,0.5198,0.518,0.5198,heco-peg-xrp
2023-08-29 12:00:00,0.51961,0.52399,0.51852,0.51852,heco-peg-xrp
2023-08-29 16:00:00,0.51606,0.54445,0.51508,0.54445,heco-peg-xrp
2023-08-29 20:00:00,0.54055,0.54572,0.53724,0.54572,heco-peg-xrp
2023-08-30 00:00:00,0.53664,0.5431,0.53664,0.53878,heco-peg-xrp
2023-08-30 04:00:00,0.53731,0.53994,0.53481,0.53827,heco-peg-xrp
2023-08-30 08:00:00,0.53849,0.53849,0.53407,0.53547,heco-peg-xrp
2023-08-30 12:00:00,0.53623,0.53623,0.5255,0.52877,heco-peg-xrp
2023-08-30 16:00:00,0.52828,0.52965,0.5274,0.52965,heco-peg-xrp
2023-08-30 20:00:00,0.52169,0.52644,0.52169,0.52469,heco-peg-xrp
2023-08-31 00:00:00,0.52204,0.52431,0.52005,0.52059,heco-peg-xrp
2023-08-31 04:00:00,0.52577,0.52611,0.52317,0.52611,heco-peg-xrp
2023-08-31 08:00:00,0.52624,0.52629,0.52479,0.52545,heco-peg-xrp
2023-08-31 12:00:00,0.52379,0.52702,0.52379,0.52702,heco-peg-xrp
2023-08-31 16:00:00,0.5267,0.5267,0.52151,0.52151,heco-peg-xrp
2023-08-31 20:00:00,0.51829,0.51829,0.50251,0.50251,heco-peg-xrp
2023-09-01 00:00:00,0.51003,0.51003,0.5,0.5044,heco-peg-xrp
2023-09-01 04:00:00,0.50554,0.50842,0.50554,0.50625,heco-peg-xrp
2023-09-01 08:00:00,0.50685,0.51032,0.50306,0.50306,heco-peg-xrp
2023-09-01 12:00:00,0.50286,0.50542,0.50184,0.50476,heco-peg-xrp
2023-09-01 16:00:00,0.50397,0.50397,0.49994,0.49994,heco-peg-xrp
2023-09-01 20:00:00,0.49982,0.49982,0.49114,0.49174,heco-peg-xrp
2023-09-02 00:00:00,0.49026,0.49294,0.49026,0.49208,heco-peg-xrp
2023-09-02 04:00:00,0.49357,0.49374,0.49357,0.49371,heco-peg-xrp
2023-09-02 08:00:00,0.49668,0.49668,0.49427,0.49427,heco-peg-xrp
2023-09-02 12:00:00,0.49765,0.49787,0.49743,0.49787,heco-peg-xrp
2023-09-02 16:00:00,0.49778,0.49886,0.49375,0.49886,heco-peg-xrp
2023-09-02 20:00:00,0.50208,0.50208,0.49943,0.49943,heco-peg-xrp
2023-09-03 00:00:00,0.50077,0.50173,0.50077,0.50173,heco-peg-xrp
2023-09-03 04:00:00,0.5015,0.50205,0.49816,0.50205,heco-peg-xrp
2023-09-03 08:00:00,0.49894,0.50467,0.49894,0.50467,heco-peg-xrp
2023-09-03 12:00:00,0.50149,0.5018,0.49931,0.49931,heco-peg-xrp
2023-09-03 16:00:00,0.50282,0.50686,0.50282,0.50686,heco-peg-xrp
2023-09-03 20:00:00,0.50641,0.50727,0.50534,0.50534,heco-peg-xrp
2023-09-04 00:00:00,0.50689,0.50764,0.50414,0.50764,heco-peg-xrp
2023-09-04 04:00:00,0.50859,0.50966,0.50762,0.50966,heco-peg-xrp
2023-09-04 08:00:00,0.50941,0.51205,0.50576,0.50576,heco-peg-xrp
2023-09-04 12:00:00,0.5076,0.5076,0.50404,0.5066,heco-peg-xrp
2023-09-04 16:00:00,0.5047,0.50801,0.50347,0.50801,heco-peg-xrp
2023-09-04 20:00:00,0.49941,0.505,0.49941,0.505,heco-peg-xrp
2023-09-05 00:00:00,0.50594,0.50902,0.50382,0.50382,heco-peg-xrp
2023-09-05 04:00:00,0.50653,0.50653,0.50321,0.50321,heco-peg-xrp
2023-09-05 08:00:00,0.50651,0.50889,0.5061,0.5061,heco-peg-xrp
2023-09-05 12:00:00,0.50511,0.50513,0.50078,0.50078,heco-peg-xrp
