crip_id,timestamp,price,market_cap,total_volume
sol-wormhole,1686614400000,0.0004794035115222741,0.0,9.036910134289488e-07
sol-wormhole,1686700800000,0.00046945630516565255,0.0,4.4659068182342515e-07
sol-wormhole,1686787200000,0.00046502808110823713,0.0,1.0118683070904372e-06
sol-wormhole,1686873600000,0.0004663064624878285,0.0,6.118694755978547e-07
sol-wormhole,1686960000000,0.0004898948249785177,0.0,5.548408507616086e-07
sol-wormhole,1687046400000,0.0005063293398285881,0.0,3.0096551353908343e-07
sol-wormhole,1687132800000,0.0004933213322832683,0.0,9.987776176591963e-07
sol-wormhole,1687219200000,0.0005009817623959492,0.0,1.068481674069872e-07
sol-wormhole,1687305600000,0.0005196547166815776,0.0,1.0987739010556579e-07
sol-wormhole,1687392000000,0.0005412183393106105,0.0,4.106306737636479e-07
sol-wormhole,1687478400000,0.0005324941814081951,0.0,1.0298400988912602e-06
sol-wormhole,1687564800000,0.000533543598958606,0.0,1.2919902146238715e-06
sol-wormhole,1687651200000,0.000525523822836239,0.0,6.315288474466184e-07
sol-wormhole,1687737600000,0.0005392533844487959,0.0,2.5517132814814307e-07
sol-wormhole,1687824000000,0.0005174862384160469,0.0,4.459709557544175e-07
sol-wormhole,1687910400000,0.0005218257389896549,0.0,4.457346725310059e-07
sol-wormhole,1687996800000,0.000511474347873466,0.0,1.2821546502406141e-06
sol-wormhole,1688083200000,0.0005753104174649573,0.0,1.0634760681421589e-06
sol-wormhole,1688169600000,0.0006064040234729939,0.0,2.6730483943720275e-06
sol-wormhole,1688256000000,0.0005832519642790209,0.0,9.860439510336618e-07
sol-wormhole,1688342400000,0.0006223344998935488,0.0,6.854063541252458e-07
sol-wormhole,1688428800000,0.0006061419870907094,0.0,8.057809876025119e-07
sol-wormhole,1688515200000,0.0006191592167902602,0.0,1.1605740300091928e-06
sol-wormhole,1688601600000,0.0005983444966858387,0.0,7.816355370139137e-07
sol-wormhole,1688688000000,0.0006380862573252156,0.0,3.897492892928508e-06
sol-wormhole,1688774400000,0.0006867079984729779,0.0,2.5112961034886465e-06
sol-wormhole,1688860800000,0.0006992832007800828,0.0,1.9673080105649793e-06
sol-wormhole,1688947200000,0.0006899484726665192,0.0,1.7607448661586445e-06
sol-wormhole,1689033600000,0.0006843153264580411,0.0,1.0628600408787358e-06
sol-wormhole,1689120000000,0.000698617933654186,0.0,9.991607082375937e-07
sol-wormhole,1689206400000,0.0006974753405455114,0.0,2.398534668705934e-06
sol-wormhole,1689292800000,0.0009007077693953027,0.0,3.4347508260049838e-06
sol-wormhole,1689379200000,0.0008606947502194106,0.0,2.600556736656064e-06
sol-wormhole,1689465600000,0.0008804734089967903,0.0,1.4062366317819723e-06
sol-wormhole,1689552000000,0.0008649080026816511,0.0,1.1155776197394153e-06
sol-wormhole,1689638400000,0.000848908837112342,0.0,1.944285235538085e-06
sol-wormhole,1689724800000,0.0008153669081586651,0.0,1.4754726360491541e-06
sol-wormhole,1689811200000,0.0008514665538874798,0.0,1.272197641740665e-06
sol-wormhole,1689897600000,0.0008054769427593387,0.0,2.1092711631703396e-06
sol-wormhole,1689984000000,0.00082539234382359,0.0,8.342978099244244e-07
sol-wormhole,1690070400000,0.0007870828791378649,0.0,1.3622921794337943e-06
sol-wormhole,1690156800000,0.0007807119605909162,0.0,9.099652445019033e-07
sol-wormhole,1690243200000,0.0007412420944986912,0.0,1.315221179565095e-06
sol-wormhole,1690329600000,0.0007411021721586364,0.0,8.395113644626158e-07
sol-wormhole,1690416000000,0.0008062834042465635,0.0,8.321963599516149e-07
sol-wormhole,1690502400000,0.0008047576147293299,0.0,1.1242126575100943e-06
sol-wormhole,1690588800000,0.0007952702440629792,0.0,1.010537001280406e-06
sol-wormhole,1690675200000,0.0008070971798561094,0.0,4.2991866791836515e-07
sol-wormhole,1690761600000,0.0007671875124086668,0.0,6.407891154612823e-07
sol-wormhole,1690848000000,0.0007638742149972334,0.0,1.2605070382899673e-06
sol-wormhole,1690934400000,0.0007679904758373903,0.0,1.4464590289105196e-06
sol-wormhole,1691020800000,0.0007308697150314941,0.0,7.650946545735051e-07
sol-wormhole,1691107200000,0.0007249023452334762,0.0,1.011731099016611e-06
sol-wormhole,1691193600000,0.0007235794431093218,0.0,4.466167055627163e-07
sol-wormhole,1691280000000,0.000718555913096037,0.0,3.198416412886235e-07
sol-wormhole,1691366400000,0.0007398536832789659,0.0,4.418859332201054e-07
sol-wormhole,1691452800000,0.0007324206269688741,0.0,2.84733701531982e-07
sol-wormhole,1691539200000,0.0008245200552354757,0.0,1.5105012936694274e-06
sol-wormhole,1691625600000,0.0007871776447227201,0.0,1.990922418351799e-06
sol-wormhole,1691712000000,0.0007746227947559868,0.0,7.851712428855237e-07
sol-wormhole,1691798400000,0.0007840748668320054,0.0,6.072580778021444e-07
sol-wormhole,1691884800000,0.0007993791907808151,0.0,4.333870467216567e-07
sol-wormhole,1691971200000,0.0007645700106336876,0.0,1.0970697653292347e-06
