last,volume,bid_ask_spread_percentage,converted_last_btc,converted_last_eth,converted_last_usd,converted_volume_btc,converted_volume_eth,converted_volume_usd
1.2200988018143353e-11,4.3902408200245295e-08,0.00905965832159269,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,5.360981249166262e-07,5.361483334854825e-07,5.358943378938841e-07
3.6656978011013086e-12,2.560965363365582e-08,0.009131075032621859,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,9.39476320045396e-08,9.395623665230261e-08,9.391217635463834e-08
7.712987237836738e-12,8.933062256517068e-08,0.009231823358755317,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,6.895817570465099e-07,6.896461937019189e-07,6.893137301219812e-07
9.34700166697104e-07,3.3893239582319554e-13,0.009599657667090174,0.0008148681690866189,0.0008148905945303667,0.0008148421886843106,3.1810469702057185e-07,3.1813425714613064e-07,3.1797324392027937e-07
2.2800560044510923e-11,3.3571527041510976e-08,0.009985516524109315,0.0008148681690866189,0.0008148905945303667,0.0008148421886843106,7.6861507512886e-07,7.686866451291541e-07,7.683179215757621e-07
8.765777391729527e-10,6.324384699185743e-09,0.012030287528129109,0.0008148681690866189,0.0008148905945303667,0.0008148421886843106,5.566797347125844e-06,5.567318145056124e-06,5.564644636373638e-06
9.227562037799928e-12,1.636300307723867e-08,0.011201450353098268,0.0008148681690866189,0.0008148905945303667,0.0008148421886843106,1.5160746312691272e-07,1.5162150530881284e-07,1.515543763527926e-07
1.0060263000495005e-09,1.6928469894547408e-10,0.01122598376658521,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,1.7044029038053098e-07,1.7045586376107714e-07,1.703740349929667e-07
4.823193905366975e-10,1.8131786140286566e-09,0.011795384266340856,0.0008148681690866189,0.0008148295938617866,0.0008148421886843106,8.781487883697669e-07,8.781657725362905e-07,8.778940648732242e-07
1.2525151661256842e-08,1.1060241085954727e-10,0.012247917264094922,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,1.3864791406893193e-06,1.3866085543418901e-06,1.3859449005851115e-06
1.3862692625324301e-16,1.0,0.008274714260487469,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,0.00014072300549281062,0.00014073663247956804,0.00014066774413224175
7.954934567015644e-12,1.2533972619246337e-08,0.008330860173325785,0.0008148681690866189,0.0008148905945303667,0.0008148421886843106,1.0011126912451742e-07,1.0012028772920408e-07,1.0006813946123735e-07
4.580664496239144e-10,8.458482943460316e-09,0.008453777581714452,0.0008148681690866189,0.0008148905945303667,0.0008148421886843106,3.890607088801435e-06,3.8909723258405565e-06,3.8891034053593284e-06
1.3939877740970154e-16,0.004825875754161945,0.00866502362335458,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,6.828303739924972e-07,6.828942029399518e-07,6.825661549765661e-07
8.176611753710222e-13,1.5129420070269077e-06,0.008975710655035326,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,1.2381180076235825e-06,1.2382337484714982e-06,1.2376421530170448e-06
1.232837178634483e-06,4.264215446322437e-12,0.008976002719481598,0.0008192147455057023,0.0008192306315717706,0.0008190685790743994,5.123518243881398e-08,5.123963186658069e-08,5.12201724725102e-08
2.4382222231881125e-06,2.9514482634680006e-12,0.008979632663313851,0.0008141587278779868,0.0008141791341010317,0.0008140737540679308,3.5580259598519395e-08,3.558348903945541e-08,3.556643771572989e-08
1.5713925052420286e-13,1.683271555128161e-05,0.009239375310866096,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,2.6473501527222496e-06,2.647598014475902e-06,2.6463183859816473e-06
0.0,0.3626282221722968,0.009241600563790081,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,7.17405890818244e-07,7.174728884894498e-07,7.171194959463336e-07
4.41283938423277e-14,2.0803178300359403e-08,0.009398633881069606,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,9.094888315878964e-10,9.093484949419158e-10,9.082423063153838e-10
1.8769627146569163e-12,2.1976096239221583e-07,0.0094230282162488,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,4.1282455060491986e-07,4.128629281280237e-07,4.1266314915996575e-07
6.080769005927553e-13,3.247854227557364e-07,0.012076892669055837,0.0008121902783272755,0.0008122059230005384,0.0008121526675269813,1.9765338467802787e-07,1.976717909257816e-07,1.9757219926394044e-07
1.1350216642357848e-10,1.3567077547710268e-10,0.013145779003261651,0.0008192147455057023,0.0008192306315717706,0.0008190685790743994,1.546545572162054e-08,1.5466649559226662e-08,1.5451628395985622e-08
5.581299494258564e-10,1.4155596495941398e-05,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,0.007818601546390752,0.007818702326492948,0.007816311090643745
1.3393790459153759e-08,1.4244955105331e-07,,0.0008143585704719677,0.000814321683031819,0.0008144579713761208,0.0019147344027058684,0.0019147721253955595,0.0019141719340172011
1.0935350464823929e-11,0.00011445063297281747,,0.0008140488144512974,0.000814009616453609,0.0008140737540679308,0.0011257375223690475,0.0011257568007314303,0.0011253788005667305
1.3323208807982935e-08,6.070771211971178e-08,,0.0008155676181655517,0.0008155243593712996,0.0008156106233006904,0.0008133483954579256,0.0008133615512917882,0.0008130891905961474
8.777932928111769e-11,7.958803307158428e-06,,0.0008140488144512974,0.000814009616453609,0.0008140737540679308,0.000658981938154372,0.0006589923000413234,0.0006587727866010887
1.2485100624764138e-08,3.274099537327892e-08,,0.0008140488144512974,0.000814009616453609,0.0008140737540679308,0.00041001009837832224,0.00041001808705481616,0.000409880002919738
5.579283214524227e-10,6.226119243943174e-07,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,0.00034367213406673265,0.0003436780683962181,0.00034357148602865735
4.817959707776597e-10,4.3160968082393625e-07,,0.0008142086885264821,0.0008142292188604975,0.0008140737540679308,0.00021085107836897124,0.0002108697241688918,0.0002107689738775699
1.3394320317431576e-08,1.3435763920964904e-08,,0.0008103916949814479,0.0008103470078895953,0.0008102315809860319,0.00017971801402027508,0.0001797205486741443,0.00017966457119895422
5.593634382045097e-10,3.1864386087762627e-07,,0.0008140488144512974,0.000814009616453609,0.0008140737540679308,0.00017597083212264839,0.00017597291767408973,0.00017591503003402573
2.5166140136977305e-07,1.4193158910040139e-08,,0.0008137490505603261,0.0008137065394476106,0.0008136895367597409,0.00017119603074162954,0.00017119883139299312,0.0001711453578400037
1.506277589541703e-12,8.140525806597867e-05,,0.0008140488144512974,0.000814009616453609,0.0008140737540679308,0.0001247920542011179,0.0001247942182245178,0.0001247517813366349
8.788819231547232e-11,1.5101671763032944e-06,,0.0008131095542595875,0.0008130689219328726,0.0008129211021433611,0.00012368353126113,0.00012368593253847952,0.0001236469058803596
1.047401776445412e-10,7.39450201242431e-07,,0.0008137490505603261,0.0008137668980038899,0.0008136895367597409,7.780727819302463e-05,7.781455754238426e-05,7.777778545464387e-05
2.51896577666719e-07,5.003557681194538e-09,,0.0008142186806561811,0.0008141817025502351,0.0008140737540679308,6.024540472669831e-05,6.0246601658408735e-05,6.0227694270739814e-05
1.0488212561590634e-10,3.9447976754715186e-07,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,4.149685391748829e-05,4.1497666204624296e-05,4.148478530046618e-05
9.33940452710295e-07,3.163172344067528e-11,,0.0008128197824983152,0.0008127780450605902,0.0008129211021433611,2.9292853667800437e-05,2.929342566112774e-05,2.9284242045711215e-05
4.5577410173568573e-10,4.696056170692213e-08,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,2.1433377772381437e-05,2.1433796093794313e-05,2.142707453722494e-05
1.3333034706110253e-08,1.3188521429814055e-09,,0.0008102118366468651,0.0008101685006699607,0.0008102315809860319,1.7556498274820095e-05,1.755684242057095e-05,1.755134412336846e-05
1.3416873548153e-06,1.4349879234931189e-09,,0.0008093525134927474,0.0008093125649729359,0.000809463146369652,1.696192858137416e-05,1.6962260179845456e-05,1.6956949909018562e-05
3.701652185192533e-11,3.589940964658197e-07,,0.0008140488144512974,0.000814009616453609,0.0008140737540679308,1.2892843684701162e-05,1.2893065332398183e-05,1.2888737718857566e-05
3.922256909067061e-11,2.7219479119659663e-07,,0.0008142086885264821,0.0008142292188604975,0.0008140737540679308,1.0586465830181015e-05,1.0587456983873166e-05,1.0582362169805203e-05
5.491041324974416e-10,1.7715670922927657e-08,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,9.796989102916024e-06,9.797179974592757e-06,9.794111080898404e-06
1.5044459873666634e-12,4.831372256560427e-06,,0.0008137490505603261,0.0008137668980038899,0.0008136895367597409,7.22435069350798e-06,7.225027385575271e-06,7.221542093407963e-06
9.344426601889677e-07,7.59713822026746e-12,,0.0008137490505603261,0.0008137668980038899,0.0008136895367597409,7.036523648042223e-06,7.037183396083948e-06,7.033793213413974e-06
9.198979578517453e-11,7.324278148872275e-08,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,6.738023169689943e-06,6.7381561228435025e-06,6.736036473229333e-06
1.3206323885736511e-08,4.708714441020953e-10,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,6.271460630689695e-06,6.271584082518591e-06,6.269622333438443e-06
6.202886105876438e-06,5.14097786254874e-10,,0.0008116407111938281,0.0008115984847639401,0.0008117684502187915,5.7349962573225015e-06,5.7351088337183395e-06,5.733318025494451e-06
2.2608575919600835e-11,2.27679103080852e-07,,0.0008137490505603261,0.0008137668980038899,0.0008136895367597409,5.519493158447727e-06,5.520010318066847e-06,5.517347652297482e-06
8.58460728299592e-11,5.990077109701883e-08,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,5.216832703388948e-06,5.216936031036043e-06,5.215305722210067e-06
7.105789615169604e-14,7.084130280339866e-05,,0.0008137490505603261,0.0008137668980038899,0.0008136895367597409,4.931088765946067e-06,4.93154938617882e-06,4.929173359112433e-06
8.054517658735862e-06,4.055086358838089e-10,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,4.8174246088799895e-06,4.817519292861182e-06,4.8160155645529485e-06
1.7496715694769677e-11,2.691706799376906e-07,,0.0008137490505603261,0.0008137668980038899,0.0008136895367597409,4.72244644657304e-06,4.722887600518863e-06,4.7206221206725085e-06
1.6224317248360048e-06,3.7145068877949844e-10,,0.0008160172640020088,0.0008159770485433946,0.0008159948406088804,4.438269415664845e-06,4.438356335062508e-06,4.436968132332077e-06
3.923475118466869e-11,1.1023458604720738e-07,,0.0008137490505603261,0.0008137668980038899,0.0008136895367597409,4.283681004199648e-06,4.284080640934013e-06,4.28201374670597e-06
5.071773744922559e-10,8.07805948926309e-09,,0.0008140488144512974,0.000814009616453609,0.0008140737540679308,4.185830249238456e-06,4.185901797138717e-06,4.184493697388705e-06
1.8739521293325823e-12,2.0485338372258916e-06,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,3.81845077250776e-06,3.818524363647633e-06,3.81732647448784e-06
1.0,2.800466206732116e-10,,0.0008142186806561811,0.0008141817025502351,0.0008140737540679308,3.144939271315983e-06,3.145001296464501e-06,3.1440080162569734e-06
1.5418412063330828e-13,1.9050153788937645e-05,,0.0008140488144512974,0.000814009616453609,0.0008140737540679308,2.9892232029313477e-06,2.989274130415158e-06,2.9882701444173e-06
1.2477474343180733e-08,2.480927469630224e-10,,0.0008140488144512974,0.000814009616453609,0.0008140737540679308,2.919782247895549e-06,2.9198333614284117e-06,2.918859661701076e-06
2.5283722077551293e-07,2.325051021521081e-10,,0.0008103117579438554,0.0008102712386380958,0.0008102315809860319,2.7843265680140773e-06,2.7843813602402767e-06,2.783508420928711e-06
0.0001377486638860135,2.2721797803127343e-10,,0.0008137490505603261,0.0008137065394476106,0.0008136895367597409,2.7421556932580565e-06,2.7422084827168375e-06,2.7413440710271485e-06
5.982420378798535e-11,4.0338079357931396e-08,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,2.425296993533782e-06,2.4253440362912963e-06,2.4245757980275825e-06
1.0081378904701893e-12,2.1297226552944962e-06,,0.0008140488144512974,0.000814009616453609,0.0008140737540679308,2.14385903337974e-06,2.1438957720405215e-06,2.1431763312404763e-06
1.2204420650553737e-11,1.255059927133039e-07,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,1.534278733053749e-06,1.5343086529792405e-06,1.5338319207745508e-06
7.539699961848292e-11,1.920987125929236e-08,,0.0008140488144512974,0.000814009616453609,0.0008140737540679308,1.4305446953671578e-06,1.43056920154375e-06,1.4300919502924357e-06
1.2200171247660812e-11,1.0750934388512217e-07,,0.0008137490505603261,0.0008137668980038899,0.0008136895367597409,1.3134568038474066e-06,1.3135796291521389e-06,1.3129527666068662e-06
1.2532613663680339e-08,9.967526839579662e-11,,0.0008142086885264821,0.0008141688603042183,0.0008140737540679308,1.2530965858858583e-06,1.2531210656008805e-06,1.2527202652495717e-06
6.060699474366916e-11,1.7516745693105146e-08,,0.0008140488144512974,0.000814009616453609,0.0008140737540679308,1.0637791698032248e-06,1.0637972964766612e-06,1.0634363918575743e-06
1.8063494306088147e-09,0.0010654174005202846,0.0007907436265383609,3.4972453946648915e-06,3.4603431892477423e-06,3.463142707369604e-06,0.07220997461799704,0.07222075202999857,0.07222598518508618
1.7600936014093172e-09,1.6619817840481309e-06,0.0007907436265383609,3.3473634491792527e-06,3.310731023151115e-06,3.3111463402496823e-06,0.00013804037997803986,0.00013804218736683267,0.00013799589624883217
1.7287819631819648e-09,3.370352850343624e-05,0.00113137421787749,3.2474421521888274e-06,3.2118457288211554e-06,3.2124024920448797e-06,0.002345409915375761,0.0023454716920965533,0.002344737582158754
1.7494191792863561e-09,0.0001030994275351162,0.0017285208400290844,3.3173870600821256e-06,3.276056958905545e-06,3.2782957603994462e-06,0.008511251602551303,0.00851102502907079,0.008511157831281691
1.7644819749487569e-09,1.3594953962702017e-05,0.005452008742073006,3.367347708577339e-06,3.324857493769681e-06,3.3253623806527086e-06,0.0011319809398642184,0.0011320010703577694,0.0011316211070519675
1.8063494306088147e-09,0.00010488854013078925,0.0017411630582034791,3.4972453946648915e-06,3.4603431892477423e-06,3.462720068330595e-06,0.006841811895368757,0.0068430351973774554,0.006841727792733206
1.7458610385787024e-09,3.44063447492559e-05,0.004620139659933233,3.3073949303830833e-06,3.2644989374903547e-06,3.2650402632668955e-06,0.002834615855233091,0.0028334442558069404,0.0028337017343372716
1.8122796651215709e-09,5.400351643136771e-05,0.010761420495210845,3.5172296540629762e-06,3.480248670573903e-06,3.482814633548926e-06,0.004618609865482305,0.004619048755119677,0.004619047758707289
6.51119982517114e-14,4.348101845555557e-05,0.007391761715911445,3.1375287254993597e-06,3.0969076269700987e-06,3.0977136255501964e-06,0.00292591821370489,0.002927001377776919,0.0029250658205479388
1.757247088843194e-09,3.141524058518556e-05,0.006438477271106694,3.3373713194802103e-06,3.3010993386384557e-06,3.3036541027399794e-06,0.0020913855403473865,0.0020913411451591864,0.002091343750128033
1.8063494306088147e-09,3.4433123783107185e-05,0.0017398835377721873,3.4972453946648915e-06,3.4603431892477423e-06,3.462720068330595e-06,0.002256936058214249,0.0022569078473791437,0.002256910376569333
1.68537264654859e-09,2.8589511065616747e-05,0.0037698844255090254,3.1075523364022327e-06,3.071223134936343e-06,3.0717789572473787e-06,0.0019887370232298334,0.0019887758088738125,0.0019881522199954147
1.7569624375865819e-09,1.2582554281986688e-05,0.01383955723363733,3.3373713194802103e-06,3.3004572263376126e-06,3.3010030033134698e-06,0.000860555749561774,0.0008605704750378395,0.000860282242827646
1.0859555744565016e-12,4.4938244657789825e-06,0.008252072311985912,3.5272217837620186e-06,3.488596130484873e-06,3.489269484326517e-06,0.0002978705867097049,0.00029787517454034427,0.0002977823131757546
1.8180340800962052e-09,3.816543576301165e-06,0.008252670348709234,3.5571981728591474e-06,3.5136385102177856e-06,3.514128344166403e-06,0.0002554418191871582,0.00025544568319664507,0.00025536692789555936
1.795675008485854e-09,2.565322827699862e-05,0.002408182622168228,3.4672690055677644e-06,3.4256691250021724e-06,3.4263731109758315e-06,0.0021737864388132796,0.002173807738584781,0.002173078950669105
1.8087212872045368e-09,3.287484548674847e-06,0.013768307416577459,3.507237524363934e-06,3.4680485368578686e-06,3.470404414494393e-06,0.0002805947246405777,0.0002805911645215476,0.00028059038711805267
1.0287751065745805e-12,1.979771043162055e-07,0.03028578965026242,3.2174657630917003e-06,3.181666450681492e-06,3.1822798550827923e-06,1.2209493990422482e-05,1.2209702729044437e-05,1.2205601698685265e-05
1.754163366896561e-09,3.39234169294908e-06,0.0039846213326736575,3.3373713194802103e-06,3.2940361033291734e-06,3.294548152535879e-06,0.0002809327721427646,0.00028093866240315034,0.00028085101620542295
1.6123121573514348e-09,1.9331993209733324e-06,0.003946778125135123,3.3473634491792527e-06,3.3049520124435197e-06,3.3055367675501102e-06,0.00016040479909559038,0.000160407685638913,0.000160357232364621
1.8081522219006927e-09,1.133112268991273e-06,0.008579323570119576,3.507237524363934e-06,3.4661221999553374e-06,3.468560171415082e-06,7.65453922481686e-05,7.654431913209472e-05,7.654499388186781e-05
1.7275484744033116e-09,8.13554219997205e-07,0.019734711187691333,3.2474421521888274e-06,3.2060667181135603e-06,3.208329788578067e-06,6.633267231129835e-05,6.633174933170136e-05,6.633249093073851e-05
8.418645133269707e-12,3.838075704637502e-08,0.009862251419951276,3.387331967975424e-06,3.3518262104051247e-06,3.3522191704951824e-06,3.0725417004987837e-06,3.0726014493628758e-06,3.0716394733466693e-06
1.6343726297388876e-09,8.024832321715843e-07,0.0025045221659460394,2.937686131518509e-06,2.892073803000896e-06,2.903568619721844e-06,6.176231334116283e-05,6.175873067102134e-05,6.186661951340578e-05
6.748409205681384e-14,6.837623389423352e-09,0.007391761715911445,3.3373713194802103e-06,3.2966045525325494e-06,3.29754504753976e-06,5.665386224003768e-07,5.665495064247769e-07,5.663703526501897e-07
6.712827798604848e-14,4.8821648367441317e-08,0.00763018365888575,3.3073949303830833e-06,3.265783162092042e-06,3.2745304307791862e-06,4.023899381136613e-06,4.023248731002968e-06,4.0276685385587745e-06
1.608785234908604e-09,1.8825829424990013e-09,0.009718388818415594,2.867741223625211e-06,2.822725674509756e-06,2.823036671925242e-06,1.4296181610715708e-07,1.4296394308656122e-07,1.429200384889914e-07
1.4647679226740625e-09,5.591994232722312e-06,0.0032334037611975943,2.3981111277702115e-06,2.356552144097089e-06,2.3571347640141774e-06,0.00034544003057687775,0.00034544763453176456,0.0003453383273878241
9.28146427704668e-13,6.818668596229203e-09,0.009718388818415594,2.6778907593434027e-06,2.63715521956587e-06,2.637421290338704e-06,4.993837619530116e-07,4.993923064016804e-07,4.992303810018542e-07
1.7789517471598817e-09,3.132108907724868e-08,0.18521782840932843,3.4073162273735086e-06,3.371731691731285e-06,3.3739658701387295e-06,2.629320952605613e-06,2.6292840741972473e-06,2.6292895529724842e-06
1.3124795003864853e-09,5.477478618134946e-05,0.00023715633037378866,1.8985046428180841e-06,1.8595572232439162e-06,1.861148640871844e-06,0.0032954535907725306,0.0032985568050291204,0.003298283475759289
1.218070166943408e-09,2.992832179792992e-09,0.36454135124228015,1.5987407518468082e-06,1.55519599264391e-06,1.556080098169068e-06,1.7201842772924173e-07,1.7202126152587884e-07,1.7195699693466358e-07
4.379873541286592e-14,3.9877930632259805e-10,1.0,1.3389453796717013e-06,1.301561633810572e-06,1.3019971922630918e-06,2.14360892227787e-08,2.143604836121801e-08,2.143170684239608e-08
5.35788781713033e-14,8.369429183432618e-09,0.8109583108739251,2.168292144692233e-06,2.1542867693312623e-06,2.1389377546931363e-06,5.414868358688001e-07,5.44961761872936e-07,5.428657662431753e-07
7.116281415109672e-08,4.8559828026742144e-11,0.30330403189822186,4.196694473597872e-07,3.884779420105557e-07,3.842173081898931e-07,1.9489630631187756e-09,1.9557448082667115e-09,1.9564781051556055e-09
6.2188248952772286e-09,3.824300271741667e-09,0.008403918008386394,1.7756014475198608e-05,1.771459415568133e-05,1.771560691121206e-05,1.1418566208251276e-06,1.1418788141343105e-06,1.1415131914667248e-06
3.5404168730758387e-12,1.1358682173628365e-06,0.008247260202537793,4.996064849521265e-08,1.3484358317721812e-08,1.310181020927551e-08,3.9334371491612225e-05,3.933959476438531e-05,3.931340922286581e-05
3.5389837062481355e-12,3.9217934499189216e-07,0.008264005230790785,4.996064849521265e-08,1.4126470618565385e-08,1.47923663653108e-08,1.3653588662038676e-05,1.3653855809894283e-05,1.3649582779804077e-05
3.5373117151793388e-12,2.071504864704379e-08,0.008382569488146906,4.996064849521265e-08,1.0915909114346249e-08,1.0988615014230868e-08,7.173572239574641e-07,7.174521455389787e-07,7.169755903152702e-07
7.449870226286558e-10,4.708872688094168e-08,0.008393181163028162,4.996064849521265e-08,1.1558021415189822e-08,1.2026001746343846e-08,1.663878583310775e-06,1.6640342365764436e-06,1.6632350621296307e-06
7.432738987143396e-10,8.996064482312907e-09,0.00862840430492424,3.996851879617029e-08,0.0,0.0,3.165149129017599e-07,3.165442939541603e-07,3.1639028197858246e-07
7.454925221487283e-10,5.9371678095112285e-08,0.008658973716967494,6.99449078932978e-08,2.6326604334599628e-08,2.589624657199857e-08,2.1112776099777466e-06,2.111557833023417e-06,2.1101579836687184e-06
7.455158340092316e-10,9.249906101140445e-08,0.008385211975994138,4.996064849521265e-08,1.2842246016877816e-08,1.3370762325008426e-08,3.1835707758294683e-06,3.183632368656219e-06,3.1826386834402022e-06
3.523757978610864e-12,3.7333948417357984e-06,0.008265994050591599,3.996851879617029e-08,1.9263369025315664e-09,1.805821348492617e-09,0.00012924091240173357,0.00012925806106998006,0.00012917288211319235
3.5392347462504403e-12,1.0323719737568827e-06,0.008294060053095369,4.996064849521265e-08,1.2200133716033819e-08,1.2294953862076762e-08,3.5413299572770156e-05,3.5418000978679125e-05,3.539437920357382e-05
5.908739679900952e-10,5.26859395325408e-10,0.01380240941763754,1.5987407518468074e-07,1.752966581303827e-07,4.309765545966035e-07,1.9440331974725414e-08,1.9907164604590896e-08,2.187941325014873e-08
7.547146058660241e-16,4.2900050779205055e-06,0.012550649016572418,0.0,9.631684512658256e-09,1.780078788843776e-07,0.0,0.0,0.0
6.409656290802408e-10,1.4818289910862043e-08,0.008401317244031486,5.995277819425501e-08,1.926336902531651e-08,1.210284520798164e-08,2.8053118464552696e-08,2.8094722576671613e-08,2.7987407813059953e-08
3.15635545696872e-09,2.9215832377238114e-05,4.848269808134105e-05,7.87379820284553e-06,7.836980631799719e-06,7.836073578802057e-06,0.004353521058857803,0.004354415752976022,0.004351853376657592
